,company_name,count,address,postal_code,city,email,phone_number,course_name
42,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Robot och automationsprogrammerare
43,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Socialpedagog
44,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Specialistundersköterska med Neuropsykiatrikompetens
45,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Systemutvecklare .NET
46,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Systemutvecklare Java
47,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Tandsköterska
48,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Tekniker i hållbara verkstadsmiljöer
49,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Tekniker tunga maskiner och fordon
50,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,TRAC Turism- och Resekonsult
51,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,TRAC Turism- och Resekonsult
52,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Trafiklärare
53,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Träbyggnadsprojektör hållbart byggande
54,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,UAS fjärrpilot och operatör inom kategori specifik
55,YH Akademin AB,56,Box 127,79123,Falun,yh@ya.se,023-585 00,Ytbehandlingsspecialist
56,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Account Manager
57,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Apotekstekniker
58,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Arbetsledare inom måltidsservice
59,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Automationsingenjör inom drift och service
60,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Behandlingspedagog
61,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,CAD-konstruktör inom mekanik
62,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Data Manager
63,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Digital innehållsproducent
64,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Digital marknadsföringsspecialist
65,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Drifttekniker inom fastighet
66,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,El och drifttekniker inom kraft- och värmeproduktion
67,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Elkonstruktör
68,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Energiingenjör
69,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Företagssäljare B2B
70,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Hotel & Restaurant Manager
71,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,IOT - projektör trådlösa nät
72,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,IT-projektledare
73,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,IT-säkerhetsspecialist
74,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,IT-säkerhetstekniker
75,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Kyl- och värmepumpstekniker
76,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Logistiker
77,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Lönespecialist
78,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Medicinsk Fotterapeut
79,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Medicintekniker
80,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Nätverkstekniker
81,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Offentlig upphandlare/inköpare
82,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Optikerassistent
83,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Optikerassistent med klinisk inriktning
84,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Produktionstekniker
85,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Redovisningsekonom
86,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Rekryterings- och bemanningsspecialist
87,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,"Samordnare KMA - Kvalitet, Miljö & Arbetsmiljö"
88,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Socialpedagog
89,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Specialistundersköterska - Palliativ vård
90,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Specialistundersköterska inom psykiatri
91,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Specialistundersköterska inom vård och omsorg av äldre
92,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Specialistutbildad undersköterska - Demensvård
93,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Specialistutbildad undersköterska - Psykiatri
94,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Stödpedagog
95,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Stödpedagog inom funktionshinderområdet
96,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Symtomlindring palliativ vård
97,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Systemutvecklare .NET
98,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Tandsköterska
99,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Technical Sales Manager
100,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Tullspecialist
101,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Underhållstekniker
102,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,UX-Designer
103,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,Webbutvecklare
104,TUC Sweden AB - Yrkeshögskola,49,Hamnparken 2,57335,Tranås,info@tucsweden.se,0140-444510,VVS-ingenjör
105,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,"3D-modellering i Blender, Grund"
106,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,"Administratör inom vård, omsorg och funktionsstöd"
107,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Anläggningsdykare - Commercial Diver
108,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Apotekstekniker
109,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Arkitekturvisualisering
110,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Art Director & Copywriter
111,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Automationsingenjör mekatronik
112,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Bagare och konditor
113,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Bank- och försäkringsrådgivare
114,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Byggingenjör hållbart byggande
115,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Byggingenjör produktion
116,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Byggprojektör BIM
117,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,CAD-konstruktör - Mechanical Designer
118,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Computer Graphics Design - Produktvisualisering
119,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Digital Designer
120,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Ekonomi- och redovisningskonsult
121,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Elektronikingenjör autonoma system
122,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Elektronikingenjör inbyggda system
123,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Event Marketing & Management
124,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Game Creator Artist
125,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Game Creator Programmer
126,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Hospitality Management
127,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Hotel Supervisor
128,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Hållbarhetsutvecklare
129,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Industrial Technical Artist
130,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Instrumentingenjör
131,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Internationell affärsinriktad logistiker och speditör
132,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Internationell miljöinriktad speditör
133,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,IP grafisk produktion och form
134,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Java Enterprise Utvecklare
135,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Köksmästare
136,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Logistik- och transportledare
137,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Medicinsk fotterapeut
138,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Offentlig inköpare
139,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Paralegal
140,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Producent film och TV-drama
141,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Reserådgivare
142,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Sommelier
143,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Specialistundersköterska akutsjukvård
144,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,"Specialistundersköterska anestesi, operation och intensivvård"
145,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Specialistundersköterska barn-och ungdomssjukvård
146,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Specialistundersköterska inom vård och omsorg av äldre
147,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Specialistundersköterska psykiatri
148,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Stödpedagog
149,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,"Säkerhetssamordning - möten, evenemang och upplevelser"
150,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Undersköterska/Stödassistent med specialistkompetens inom välfärdsteknologi
151,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,UX Designer
152,"Göteborgs Stad, Yrgo",48,Box 8855,40272,Göteborg,katarina.hjernestam@educ.goteborg.se,031-3673100,Webbutvecklare
153,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Arbetsledare bygg och anläggning
154,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,BIM verktyg: Punktmolnsmodellering och Virtual Reality
155,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,BIM-verktyg: Parametrisk design och programmering
156,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Business Intelligence-analytiker
157,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Byggnadsingenjör BIM
158,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Byggnadsingenjör digitalt byggande
159,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Byggnadsingenjör hållbart byggande
160,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Byggnadsingenjör Infrastruktur
161,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Byggnadsingenjör mark och vatten
162,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Byggnadsingenjör ROT
163,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Cirkulärt byggande och återbruk
164,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Cloud Fundamentals
165,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Cyber Security
166,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Data Engineer
167,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,DevOps Engineer
168,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Elingenjör konstruktion
169,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Elkraftsingenjör
170,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Energiingenjör
171,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Frontend-utvecklare
172,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,IT-infrastrukturspecialist
173,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,IT-säkerhetstekniker
174,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Javautvecklare
175,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Järnvägsingenjör
176,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Kalkyl och inköp - resurseffektiv byggprocess
177,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,"Mjukvaruutvecklare, Inbyggda system och IoT"
178,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,MLOps Engineer
179,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,OT-säkerhet
180,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,OT-säkerhetsingenjör
181,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Programutvecklare .NET
182,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Pythonutvecklare inom AI
183,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Robotic Process Automation
184,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Social Media Manager
185,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Spelanimatör
186,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Tandsköterska
187,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Teknisk 3D artist inom spel
188,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Underhållsingenjör infrastruktur
189,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,UX-designer
190,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,VA-projektör
191,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Webbutvecklare .NET
192,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Webbutvecklare fullstack open source
193,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Virtual Reality-utvecklare
194,Nackademin AB,42,Tomtebodavägen 3a,17165,Solna,info@nackademin.se,08-4666000,Välfärdsteknik inom vård och omsorg
195,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,.NET Utvecklare
196,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Anläggningsingenjör järnväg
197,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Anläggningsingenjör väg och vatten
198,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Automationsingenjör
199,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Automationsingenjör robotik
200,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Batteritekniker
201,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Bygg- och anläggningsledare
202,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Byggprojektledare - Hållbar byggnation
203,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,CAD-ingenjör processindustri
204,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,CAD-konstruktör inom mekanik
205,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Data Center Technician
206,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Distributionselektriker
207,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Drift- och underhållstekniker vätgas
208,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Elektronikingenjör
209,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Elkraftsingenjör
210,Plushögskolan AB - Teknikhögskolan,32,Anders Personsgatan 14,41664,Göteborg,info@teknikhogskolan.se,0774-100 500,Elnätsprojektör
